"iter","seed","tau_mean","tau_sd","tau_p5","tau_p25","tau_p50","tau_p75","tau_p95","tau_min","tau_max","pct_beneficial","n_treated","n_control","pct_treated","propensity_mean","propensity_sd","propensity_p5","propensity_p95","ATT","ATC","ATT_ATC_gap","prop_tau_corr","snr","overlap_min","overlap_max","pct_near_boundary"
67,67,-0.700000000000001,3.74229817638599,-6.73062060463121,-3.48135264557232,-0.825223679368885,2.05588986104408,5.31913538242938,-9.4738216246637,10.7169703650327,0.576666666666667,133,167,0.443333333333333,0.422803051599676,0.290468434969779,0.05,0.902084302891714,-1.5946904584676,0.0125379100370707,-1.60722836850467,-0.36361112958153,0.748459635277198,0.05,0.95,0.19
68,68,-0.7,3.85076952323555,-7.19730779874797,-3.43976374621825,-0.690228876663369,2.22350219487716,5.8049386318646,-9.87769720893379,8.20151386590288,0.583333333333333,129,171,0.43,0.427812019755833,0.29499905290971,0.05,0.887271660847555,-1.83047880134224,0.152817341363446,-1.98329614270569,-0.386290128085474,0.77015390464711,0.05,0.95,0.16
69,69,-0.699999999999999,3.88703642611413,-6.73858101036375,-3.54279461445453,-0.566602541905478,2.44811673003361,5.21897788402211,-10.649633537319,8.92825092850394,0.566666666666667,122,178,0.406666666666667,0.411927320945692,0.294176996014609,0.0524849778583606,0.919174688042027,-1.97157987970981,0.171532277104475,-2.14311215681428,-0.411785044748363,0.777407285222826,0.05,0.95,0.143333333333333
70,70,-0.700000000000001,3.74779009530427,-6.83656951781299,-3.27551793883065,-0.724435997611146,1.81775907944356,5.20787221248874,-9.51498245418646,9.22068214562224,0.573333333333333,123,177,0.41,0.423625565851274,0.279777410870288,0.05,0.862914696498873,-1.25688946000989,-0.313009019315163,-0.943880440694727,-0.367925346039222,0.749558019060855,0.05,0.95,0.193333333333333
71,71,-0.7,3.89391911662123,-7.0910368709356,-3.4450446424679,-0.450261663371828,2.32630309069336,5.20895774174887,-10.6402308266673,8.36970495484309,0.566666666666667,124,176,0.413333333333333,0.422596577267023,0.280997704053352,0.05,0.874712409827042,-1.3714489942818,-0.22693366311964,-1.14451533116216,-0.377472603432751,0.778783823324245,0.05,0.95,0.173333333333333
72,72,-0.7,3.8277100580945,-6.86667905504107,-3.59541472737724,-0.869171896525323,2.12314816775921,5.28501452036276,-9.55050528937388,9.46787742638873,0.573333333333333,129,171,0.43,0.424464132740906,0.290869757762394,0.05,0.89369084179618,-1.56413745710944,-0.0481068306016506,-1.51603062650779,-0.345145475452443,0.7655420116189,0.05,0.95,0.176666666666667
73,73,-0.700000000000001,4.12791252581459,-7.42275249573733,-3.65231888019946,-0.458169247408244,1.95599047850769,6.19976609091953,-10.8482370956008,9.92256164163122,0.533333333333333,133,167,0.443333333333333,0.420113494685681,0.298578149695787,0.0533778315368964,0.881130401776196,-2.13191123735131,0.440384398609129,-2.57229563596044,-0.413710060729916,0.825582505162919,0.05,0.949018223499258,0.136666666666667
74,74,-0.700000000000001,3.8148506790917,-6.91199938293387,-3.47285670601852,-0.68684529088118,1.83773546789913,5.7116820888497,-10.2050785959234,7.56970333125766,0.573333333333333,141,159,0.47,0.419360673168279,0.300057179435611,0.05,0.891716657059333,-1.50140160553407,0.010676895473611,-1.51207850100769,-0.392394381205923,0.762970135818339,0.05,0.95,0.143333333333333
75,75,-0.7,3.92067520047551,-7.59627648676669,-3.1516668774256,-0.524689677786714,2.03689256164978,5.56872197263438,-10.7177627193026,8.84330988008895,0.563333333333333,121,179,0.403333333333333,0.42063582886114,0.296168861537812,0.05,0.885442008150943,-2.31727898492835,0.393244453499051,-2.7105234384274,-0.429913306241224,0.784135040095103,0.05,0.95,0.15
76,76,-0.700000000000001,3.70458633339025,-6.95502214534271,-3.11832490204384,-0.782375482936902,1.94931151836923,5.52997850312022,-9.79489432361313,9.46963676037165,0.58,121,179,0.403333333333333,0.427874601120192,0.291656732473408,0.05,0.893843796185994,-1.63532303370062,-0.0677425302917646,-1.56758050340885,-0.370842154004923,0.74091726667805,0.05,0.95,0.173333333333333
77,77,-0.700000000000001,3.94691185851,-6.92464892720249,-3.48656364015396,-0.830397150281253,2.14100582912974,6.1336545626186,-10.6813593625277,9.2638902399515,0.6,120,180,0.4,0.422851002094408,0.290449168975389,0.05,0.87387883112873,-1.63095235029861,-0.079365099800927,-1.55158725049768,-0.393214252854979,0.789382371702,0.05,0.95,0.146666666666667
78,78,-0.7,3.70041949086008,-7.14735749884233,-3.44344695089386,-0.500988643138922,1.80066265936248,5.2891901273342,-9.47695684032252,8.13774390422093,0.55,144,156,0.48,0.419354485818471,0.291291857883398,0.05,0.900913752491579,-1.12597209155225,-0.306794992413308,-0.819177099138943,-0.315767855309823,0.740083898172016,0.05,0.95,0.18
79,79,-0.699999999999999,4.11085272055259,-6.71664780000418,-3.61551840041846,-1.12023057477156,2.04526227179785,6.66630173085174,-10.1839937008275,10.5275958890456,0.613333333333333,135,165,0.45,0.426544441819345,0.290841451859755,0.05,0.881538942453639,-1.89314644168951,0.27621072501869,-2.1693571667082,-0.432320146808341,0.822170544110517,0.05,0.95,0.14
80,80,-0.7,4.05213158142891,-7.40252628538383,-3.37138403467585,-0.858581055340258,2.38897227111088,5.70007162475951,-12.2081153036238,8.65507646962443,0.57,128,172,0.426666666666667,0.421791121448411,0.281948639299411,0.05,0.884505260632619,-2.166987192122,0.391711398788468,-2.55869859091047,-0.394079762906552,0.810426316285782,0.05,0.95,0.18
81,81,-0.7,4.0244696930704,-7.46889139834552,-3.69768463651511,-0.666488718628256,2.3317727916302,5.93484604667843,-9.49881868216344,11.0682606081998,0.563333333333333,126,174,0.42,0.426422192698811,0.288402832553043,0.05,0.878718242014798,-1.96249359980337,0.214219503305886,-2.17671310310925,-0.45111600485741,0.80489393861408,0.05,0.947489021944338,0.17
82,82,-0.700000000000001,3.68771359970969,-7.04032808255849,-3.10634438367003,-0.874338824422756,2.0168469136146,5.0761464482217,-9.57412263789079,7.93372318119143,0.59,121,179,0.403333333333333,0.423410265814734,0.29950971731835,0.05,0.899240320511843,-1.83903316032492,0.0699609631246674,-1.90899412344959,-0.346351184013662,0.737542719941937,0.05,0.95,0.136666666666667
83,83,-0.700000000000001,3.93003918107695,-7.01687587101628,-3.34066191483334,-0.800438353615158,1.81314917739554,5.71862647751002,-11.0565370347596,10.1059233936399,0.583333333333333,126,174,0.42,0.42211425469444,0.296241642515086,0.05,0.891207674281468,-1.98088255785243,0.227535645341411,-2.20841820319384,-0.395870557443537,0.786007836215391,0.05,0.95,0.163333333333333
84,84,-0.699999999999999,3.63824559929844,-6.6628003175554,-3.36770190636584,-0.704323329257509,2.00545693931589,5.06232072124025,-8.92638722487531,8.26411109077038,0.56,129,171,0.43,0.419055494981523,0.28737726814148,0.05,0.908694409232482,-1.57652721517689,-0.0387601710069061,-1.53776704416998,-0.340958172772553,0.727649119859687,0.05,0.95,0.143333333333333
85,85,-0.700000000000001,3.91182009023052,-7.12803145311251,-3.48773058538542,-0.899651868220188,2.29410055358656,5.30702356065871,-11.2742725312547,8.5156535165932,0.566666666666667,124,176,0.413333333333333,0.416019244968561,0.295263564670051,0.05,0.891799047673919,-1.7496863591295,0.0395517530230522,-1.78923811215255,-0.429306447021526,0.782364018046103,0.05,0.95,0.136666666666667
86,86,-0.699999999999999,3.73941641419828,-7.06281330360521,-3.69067154643632,-0.671494023325683,2.47346481058305,4.98382275888922,-9.75147278876304,8.20404273073059,0.573333333333333,128,172,0.426666666666667,0.423773889283066,0.293889786719143,0.05,0.906023074202006,-1.50717452730303,-0.0993119796814672,-1.40786254762156,-0.352051193679566,0.747883282839656,0.05,0.95,0.136666666666667
87,87,-0.700000000000001,3.91041193833822,-7.62778441532309,-3.62015445026421,-0.576364863442518,1.75054528649412,6.12575727309101,-9.1854973091685,8.60792634398106,0.55,128,172,0.426666666666667,0.420379602866483,0.292197024012934,0.05,0.887574490440528,-1.56852478276569,-0.0536559756162307,-1.51486880714946,-0.360938189878421,0.782082387667644,0.05,0.95,0.106666666666667
88,88,-0.700000000000001,3.93993434869606,-6.91246804082064,-3.44818554066347,-0.801975583253795,1.75279114475854,5.90801059276381,-11.2836708893742,8.86220181465499,0.596666666666667,125,175,0.416666666666667,0.416629084177182,0.289668077288886,0.0523823638871699,0.893314795712732,-2.1689057180384,0.349218370027426,-2.51812408806582,-0.405051429049037,0.787986869739212,0.05,0.95,0.163333333333333
89,89,-0.7,3.8892052221701,-6.82268534719243,-3.4288954040581,-0.911293878198354,1.74478609422968,6.27466186059705,-9.38091940932371,9.0098876802361,0.6,130,170,0.433333333333333,0.424652428800575,0.290726679193269,0.05,0.86567236223413,-1.89038729556036,0.210296167193213,-2.10068346275357,-0.419589361952305,0.777841044434019,0.05,0.95,0.186666666666667
90,90,-0.7,4.03622306012478,-7.4481178567136,-3.42355679395192,-0.569513783801282,1.94782057554294,5.72967968847411,-11.9918883556084,10.0584007067615,0.556666666666667,122,178,0.406666666666667,0.421619413209755,0.287026550230632,0.05,0.881955753295998,-1.99515947239233,0.187693570965531,-2.18285304335787,-0.422577380397794,0.807244612024957,0.05,0.95,0.186666666666667
91,91,-0.7,3.92037538166028,-7.73656941631392,-3.23279359924679,-0.592963038615251,2.20599541433585,5.65556349133754,-11.2870972977649,8.9161624381788,0.573333333333333,125,175,0.416666666666667,0.421203632315187,0.291481475840987,0.05,0.882180809798608,-1.41014484746672,-0.192753680380916,-1.2173911670858,-0.341181551328886,0.784075076332057,0.05,0.949611142383149,0.16
92,92,-0.700000000000001,3.90354674464573,-7.25863356650281,-3.40426852250463,-0.750359142467075,2.11416815142255,5.4230851685778,-10.0832596098615,10.5585480632478,0.573333333333333,124,176,0.413333333333333,0.420065811953137,0.292325521331005,0.05,0.877977400549587,-1.96933465099912,0.194303958658466,-2.16363860965758,-0.441140179075371,0.780709348929146,0.05,0.95,0.146666666666667
93,93,-0.699999999999999,3.98586831073153,-6.90935559015699,-3.80821710737782,-0.588095392397414,2.30123519533731,5.41397998307756,-10.6971275629621,9.98295309424308,0.546666666666667,133,167,0.443333333333333,0.420844216188455,0.292071572225955,0.05,0.886784856998349,-1.99928488967993,0.334759822319949,-2.33404471199988,-0.473923160010938,0.797173662146306,0.05,0.95,0.15
94,94,-0.700000000000001,3.72954152769234,-7.01529673774833,-3.20437609653726,-0.737515904354176,1.85801764509413,5.34850958704708,-10.0418826649612,8.93161667368316,0.56,123,177,0.41,0.428085724216881,0.29687675092628,0.05,0.877491846814082,-1.92193905702492,0.149144090474945,-2.07108314749987,-0.361258143542433,0.745908305538468,0.05,0.95,0.16
95,95,-0.699999999999999,3.97333290604386,-7.35839969768754,-3.65151580650483,-0.676911362463596,2.15110021089488,5.62581045241421,-11.6573554405282,9.44085668687132,0.55,131,169,0.436666666666667,0.416673528463642,0.296646116568692,0.05,0.907829679991351,-1.66713743406778,0.0496745790702919,-1.71681201313807,-0.45058873797209,0.794666581208771,0.05,0.95,0.156666666666667
96,96,-0.700000000000001,3.83332567535343,-6.77832963927258,-3.31824322931674,-1.03568443091156,2.13078447231493,5.93916617493282,-8.97106486424233,10.1066422524384,0.59,124,176,0.413333333333333,0.422997006912234,0.302524235897227,0.05,0.8957853902018,-1.71661102691043,0.0162486780505295,-1.73285970496096,-0.366109975527665,0.766665135070686,0.05,0.946074687069811,0.14
97,97,-0.700000000000001,3.88380681143409,-7.0286004055648,-3.60307742727481,-0.467040882847415,1.94384665821512,5.86880872268356,-10.5668980454251,8.99743253991884,0.553333333333333,128,172,0.426666666666667,0.42304971312203,0.296688008756116,0.05,0.897106495613783,-1.56684563304867,-0.0549055754056426,-1.51194005764303,-0.393180883120138,0.776761362286819,0.05,0.95,0.16
98,98,-0.699999999999999,4.0257029522347,-7.02708842468821,-3.34934302545494,-0.881291356676802,1.80250608887129,6.27631614874971,-10.3975007586108,10.1072234671988,0.566666666666667,141,159,0.47,0.420045108743635,0.297630562434399,0.05,0.895273579736831,-1.23775743235704,-0.223120767532436,-1.0146366648246,-0.416989202555907,0.805140590446939,0.05,0.95,0.176666666666667
99,99,-0.7,4.09114787272212,-7.23429629511801,-3.93115796021213,-0.796312763772756,2.48450746419577,5.80160711344542,-10.0048376204667,9.15098876291107,0.553333333333333,131,169,0.436666666666667,0.416146496457233,0.294289267615807,0.05,0.895389063341973,-1.97595636746277,0.28905493572558,-2.26501130318835,-0.425666560396667,0.818229574544424,0.05,0.945339783561547,0.146666666666667
100,100,-0.700000000000001,3.80453571108551,-6.85423860201998,-3.08451496243163,-0.714327357273065,2.14129555542085,5.12109341323485,-11.127879270833,10.0678060213681,0.576666666666667,126,174,0.42,0.423683827126821,0.29013707750561,0.05,0.87904654346499,-1.40326628637187,-0.190738206420369,-1.21252807995151,-0.419410127422077,0.760907142217102,0.05,0.95,0.16
101,101,-0.699999999999999,3.79390223265127,-6.31388178481213,-3.68926692504283,-0.757199138115597,1.95807505519823,5.55659470382344,-10.9172148076057,9.53459643133355,0.556666666666667,132,168,0.44,0.41984085806234,0.301592695989395,0.05,0.903559290985954,-1.92806350022368,0.264907035890038,-2.19297053611372,-0.419876288357389,0.758780446530254,0.05,0.95,0.126666666666667
102,102,-0.699999999999999,4.03071355043286,-7.52285214786728,-3.81477535841599,-0.395306563253239,2.20700698862224,5.91200861277349,-9.57154550797916,10.1250632036124,0.533333333333333,121,179,0.403333333333333,0.418868114351329,0.286234213877738,0.05,0.882410901720233,-1.79619928086367,0.0410062177905301,-1.83720549865421,-0.392358417499563,0.806142710086572,0.05,0.947406935686936,0.166666666666667
103,103,-0.7,3.74809144383695,-6.95432274921481,-3.32876326976508,-0.451055049631022,1.7174268013987,5.19443543929556,-11.3509926019299,8.48553148191232,0.556666666666667,140,160,0.466666666666667,0.423249246279158,0.297092119876976,0.05,0.889941738972678,-1.70103180415045,0.175902828631647,-1.8769346327821,-0.3460744138408,0.74961828876739,0.05,0.949334221688244,0.13
104,104,-0.699999999999999,3.89121562191237,-7.11397243025834,-3.25016099166531,-0.722447892545033,1.95273693191573,5.89133764708895,-11.9938189478529,8.82457899583418,0.563333333333333,129,171,0.43,0.418066864849723,0.293472126826204,0.05,0.901878026596285,-1.45450627449319,-0.130811056084086,-1.3236952184091,-0.387573548681873,0.778243124382473,0.05,0.95,0.173333333333333
105,105,-0.7,3.53110768438879,-5.74469019749046,-3.28666471322675,-0.651472651393145,2.11890911590957,5.23469041559862,-9.96747042893985,9.00665633078025,0.566666666666667,132,168,0.44,0.424450042907438,0.300616815139271,0.05,0.89663687515605,-1.5253635141785,-0.0515000960026049,-1.4738634181759,-0.345352085544831,0.706221536877758,0.05,0.95,0.126666666666667
106,106,-0.7,3.90322270580779,-7.24923852118444,-3.484062516618,-0.530727265095838,1.94760631002686,5.56793278102619,-11.006862418087,8.38417895152173,0.563333333333333,125,175,0.416666666666667,0.421673424425468,0.291223100980856,0.05,0.876222363125807,-1.83986756847226,0.114191120337327,-1.95405868880959,-0.418826565223451,0.780644541161557,0.05,0.95,0.136666666666667
107,107,-0.700000000000001,4.07615229425731,-7.22397253650252,-3.62193229396156,-0.857710265162948,2.39467273733252,5.6836555738178,-10.048492614659,10.1897844731876,0.583333333333333,124,176,0.413333333333333,0.418086611410899,0.29773118787703,0.05,0.904053556952949,-1.5134037796474,-0.126920064339332,-1.38648371530807,-0.406481969924371,0.815230458851463,0.05,0.95,0.13
108,108,-0.699999999999999,4.05075369415776,-7.75774564346273,-3.46016528009639,-0.660283577194608,2.25549208544194,5.69679245830768,-10.9633841193066,9.43099128491203,0.546666666666667,128,172,0.426666666666667,0.421967494316301,0.285062118617221,0.05,0.870789565296874,-2.13260263162455,0.366122888650828,-2.49872552027538,-0.460728864226812,0.810150738831552,0.05,0.95,0.176666666666667
109,109,-0.699999999999999,3.96390752650469,-7.08642687727218,-3.44988459646919,-0.786522518380545,1.93986951140074,6.33515120594597,-10.423730211421,9.47316602754269,0.59,132,168,0.44,0.424769277724016,0.29199478817842,0.05,0.884389785632081,-1.84535090672961,0.199918569573263,-2.04526947630287,-0.385359192597246,0.792781505300937,0.05,0.936946840482473,0.146666666666667
110,110,-0.700000000000001,3.6953457232928,-6.68498909802944,-3.31737806669186,-0.775979720829368,1.69170504757026,6.06332092001712,-9.11796164246865,8.31997433411294,0.593333333333333,119,181,0.396666666666667,0.419971996811297,0.293512815673238,0.05,0.89917165402956,-1.2944383333393,-0.309181427252065,-0.985256906087234,-0.298522099154542,0.73906914465856,0.05,0.95,0.156666666666667
111,111,-0.7,3.75218303773727,-6.97626949113548,-3.411910416624,-0.609045378975026,1.75485046593822,5.25364893359373,-11.5491347373986,8.93327935235294,0.583333333333333,127,173,0.423333333333333,0.422826341491343,0.294199175553325,0.05,0.877627127620314,-1.84906400635415,0.143532536456514,-1.99259654281066,-0.381991905313766,0.750436607547453,0.05,0.95,0.146666666666667
112,112,-0.7,3.7998860013331,-7.22662335917013,-3.41133743234908,-0.737062199510198,1.97867805654434,5.53342939766133,-10.7140772638801,8.69991142410982,0.596666666666667,115,185,0.383333333333333,0.421108368714305,0.289283422588776,0.0508255382480579,0.873089644961043,-1.89085400651685,0.0402605986456115,-1.93111460516246,-0.372267062273572,0.759977200266621,0.05,0.95,0.136666666666667
113,113,-0.700000000000001,4.03747689182383,-6.96097185655916,-3.73171686074406,-0.962079525396425,2.39121100375937,5.77018361756067,-11.2995341209998,8.80525994149198,0.566666666666667,136,164,0.453333333333333,0.424644562944298,0.286238568269431,0.05,0.880195210186833,-1.71754068104721,0.14381422330744,-1.86135490435465,-0.408126215842806,0.807495378364765,0.05,0.941696590580353,0.173333333333333
114,114,-0.699999999999999,3.98012416120702,-7.23517137394578,-3.50677979754705,-0.64288959734794,2.29665269260408,5.64336769972512,-10.4328151812411,7.91246823986223,0.573333333333333,127,173,0.423333333333333,0.417321469331607,0.29419997682073,0.05,0.897872527958546,-2.16756707337186,0.377346926694949,-2.54491400006681,-0.436854905141224,0.796024832241404,0.05,0.948472343576453,0.13
115,115,-0.700000000000001,3.73553704592383,-6.79840007430887,-3.42132195978216,-0.647784633349712,2.09013017719117,5.11280516828779,-9.73845525822988,9.54233615510034,0.563333333333333,119,181,0.396666666666667,0.421545844388316,0.29046323058092,0.05,0.895630313648258,-1.28603331463687,-0.314707378774657,-0.97132593586221,-0.306192730465115,0.747107409184766,0.05,0.95,0.2
116,116,-0.700000000000001,4.03495982076671,-7.12414546486915,-3.78969743287108,-0.792394374545403,2.49668012410482,5.68616016536746,-9.42122432568458,9.45344293381392,0.563333333333333,120,180,0.4,0.424949126553724,0.296836626753484,0.05,0.892301538977094,-1.69720227314649,-0.0351984845690099,-1.66200378857748,-0.390163350320904,0.806991964153342,0.05,0.95,0.17
117,117,-0.7,3.89707749336699,-6.40961542599237,-3.94085262048714,-0.687511176540742,2.05531781654656,5.90702242490918,-9.85399357714953,8.88764723392972,0.593333333333333,132,168,0.44,0.422386749582517,0.289844139447929,0.05,0.876588873073593,-1.8088276084956,0.171221692389401,-1.980049300885,-0.401794154848809,0.779415498673398,0.05,0.935830910561245,0.143333333333333
118,118,-0.7,3.97977889988102,-7.34928807611963,-3.46378533256188,-0.728257898941221,2.15336718389308,5.92724157995451,-10.1049172747381,9.41982761944446,0.543333333333333,122,178,0.406666666666667,0.42196808173775,0.292237267232744,0.05,0.888932155737782,-1.81573761345809,0.0647190384375676,-1.88045665189566,-0.365488181121259,0.795955779976205,0.05,0.95,0.173333333333333
119,119,-0.7,3.92125034475192,-6.88685842632471,-3.53728382102505,-0.726074335699852,2.08752018808715,5.80031317965478,-11.9038250411531,9.14497657777529,0.583333333333333,107,193,0.356666666666667,0.426417690900371,0.295897374611135,0.05,0.877961966270153,-2.08645394732492,0.0686558153563052,-2.15510976268123,-0.381738105583106,0.784250068950384,0.05,0.933522503293639,0.123333333333333
120,120,-0.699999999999999,3.99910015220781,-7.38524580286834,-3.64494734649396,-0.917029291890168,2.25758581720416,5.87638609810088,-10.3405016918056,8.92524482882507,0.57,116,184,0.386666666666667,0.42037496679783,0.296675140768783,0.05,0.898130411303255,-2.00011611964703,0.11963842325574,-2.11975454290277,-0.394078069384365,0.799820030441562,0.05,0.95,0.113333333333333
121,121,-0.700000000000001,3.84082766412494,-6.3741056847943,-3.51282637578363,-1.01145240422154,1.99419634010098,5.91431757824759,-10.2402612332809,9.51543265353562,0.59,128,172,0.426666666666667,0.42357767147915,0.291879963936398,0.05,0.883499874670814,-1.61765535581748,-0.0170936886939679,-1.60056166712351,-0.37351917075627,0.768165532824989,0.05,0.95,0.173333333333333
122,122,-0.7,3.85026693672782,-7.00892303741191,-3.36274506753857,-0.696811922370639,2.02417984396329,5.75852293087345,-10.2853548583724,8.28205627414546,0.576666666666667,125,175,0.416666666666667,0.423772569759728,0.289857806818717,0.05,0.871468007565636,-1.405006438705,-0.196423972353568,-1.20858246635144,-0.32658168989519,0.770053387345564,0.05,0.941638517630475,0.143333333333333
123,123,-0.699999999999999,3.62463224737795,-7.09083976366583,-3.23844486327142,-0.531670435053658,1.87395769369823,4.93302722995717,-9.71598907878802,6.71083769603881,0.556666666666667,135,165,0.45,0.423923227674116,0.296619284174357,0.05,0.888245401366275,-1.59840406402893,0.035057870569125,-1.63346193459805,-0.370763419820002,0.724926449475589,0.05,0.95,0.126666666666667
124,124,-0.7,4.07946644054289,-7.03550467581379,-3.92760491655301,-0.816717386499481,2.61001145685189,5.75432911204506,-11.0421509586153,9.05616322866682,0.55,134,166,0.446666666666667,0.415765965546802,0.294107574733644,0.0583726584694731,0.900125980679044,-2.18585366574487,0.499424043432605,-2.68527770917747,-0.469607360154464,0.815893288108578,0.05,0.95,0.153333333333333
125,125,-0.699999999999999,3.88574039588021,-7.17606618228258,-3.63420353170762,-0.827201015535727,2.14192690758356,5.70771149419679,-8.83157925946118,9.06472205334558,0.556666666666667,125,175,0.416666666666667,0.419947965777864,0.295778932515778,0.05,0.899293638949595,-2.07706675676288,0.283619111973488,-2.36068586873637,-0.353661601457243,0.777148079176043,0.05,0.95,0.163333333333333
126,126,-0.700000000000001,3.8693864006673,-7.07173236884224,-3.55452533531984,-0.58038515231062,2.06671051164712,5.06920033190951,-11.1438340475963,8.46395101131795,0.566666666666667,129,171,0.43,0.417527605109181,0.293184765206198,0.05,0.89858731047688,-1.70079363205831,0.054984669798374,-1.75577830185668,-0.441386536723651,0.77387728013346,0.05,0.95,0.14
127,127,-0.700000000000001,3.83917268011583,-7.34788730440408,-3.40359955279864,-0.683206511644629,1.89074971237886,5.86829700617168,-10.7907893554873,8.396700785176,0.55,130,170,0.433333333333333,0.418073613879928,0.294714647798912,0.0507601439410565,0.891616459642703,-1.70992574345544,0.0722961567600394,-1.78222190021548,-0.382581368317236,0.767834536023165,0.05,0.946035187187844,0.136666666666667
128,128,-0.700000000000001,3.88486442868075,-7.21839444751281,-3.39276102859811,-0.723811949437799,1.85516595528918,6.04228555127983,-10.1984523850708,9.41819142075902,0.583333333333333,132,168,0.44,0.420112281059235,0.296531595555637,0.0530660400295515,0.880779744347724,-1.58315859946939,-0.00608967184548172,-1.57706892762391,-0.415410117871743,0.77697288573615,0.05,0.95,0.156666666666667
129,129,-0.7,3.95381984783433,-7.41453711211179,-3.60464317403103,-0.573983129938235,2.19167326157645,6.03400757908549,-10.1066789479177,9.12842211349951,0.566666666666667,130,170,0.433333333333333,0.424313820621508,0.302054203341419,0.05,0.898179306610812,-1.52667754778164,-0.0678348164022765,-1.45884273137936,-0.369951030445984,0.790763969566866,0.05,0.942639659072837,0.133333333333333
130,130,-0.7,3.96933145736059,-7.42404600974877,-3.47043552053501,-0.76199332467356,1.98754784116714,5.95833882757672,-11.7588967274688,9.86814083339335,0.556666666666667,130,170,0.433333333333333,0.421160834400192,0.294059207592137,0.05,0.890033929587257,-1.85413708567509,0.182575418457424,-2.03671250413252,-0.416121062891689,0.793866291472118,0.05,0.95,0.15
131,131,-0.7,3.85460611089049,-6.67744433090791,-3.71218682338433,-0.961288790706261,2.48483405587184,5.55599654224162,-10.4984769324228,8.92669469033576,0.57,124,176,0.413333333333333,0.420054734057361,0.291130216980911,0.05,0.895527582508785,-1.67679439344886,-0.0118039500701227,-1.66499044337874,-0.361394493124906,0.770921222178097,0.05,0.95,0.183333333333333
132,132,-0.7,3.90960879606585,-6.98620649671928,-3.65176367759775,-1.01582860841655,2.14736696470983,5.87403027154626,-9.50653812822212,9.80622860765127,0.573333333333333,127,173,0.423333333333333,0.419291381990029,0.298018514208677,0.05,0.888702391784328,-1.76068608914748,0.0786539498365884,-1.83934003898407,-0.402136022387372,0.781921759213171,0.05,0.95,0.136666666666667
133,133,-0.7,3.78475806675864,-6.63435293360359,-3.52848468178705,-0.610756990476508,2.3120469050781,5.12790673572874,-10.0813660239572,9.32119394409368,0.576666666666667,140,160,0.466666666666667,0.415799994729083,0.305938601312073,0.05,0.908442213814944,-1.25675131961063,-0.212842595340701,-1.04390872426993,-0.403470198643625,0.756951613351728,0.05,0.95,0.1
